DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,Working_Population,Houses,CPI,UNRATE,Cons_Materials,FEDFUNDS,Income,Urban population (% of total population),old_percent,Subsidy,Num_Households
2019-12-01,213.944,2019.0,12.0,62641.0,206266700.0,5.5,258.63,3.6,232.2,1.55,15684.8,82.459,15.7918008297391,40.185,128579.0
2020-01-01,215.021,2020.0,1.0,62333.0,205741800.0,5.7,258.906,3.6,233.4,1.55,15852.5,82.664,16.2234001500798,44.147,128451.0
2020-02-01,215.864,2020.0,2.0,60683.0,205642700.0,5.6,259.246,3.5,234.6,1.58,15918.0,82.664,16.2234001500798,44.147,128451.0
2020-03-01,216.45,2020.0,3.0,59033.0,205285700.0,6.4,258.15,4.4,236.3,0.65,15696.3,82.664,16.2234001500798,44.147,128451.0
2020-04-01,216.849,2020.0,4.0,57383.0,206838200.0,6.7,256.126,14.8,234.3,0.05,18020.2,82.664,16.2234001500798,44.147,128451.0
2020-05-01,216.99,2020.0,5.0,58856.333333333336,206841900.0,5.3,255.848,13.2,233.3,0.05,17104.6,82.664,16.2234001500798,44.147,128451.0
2020-06-01,217.55,2020.0,6.0,60329.666666666664,205576600.0,4.0,257.004,11.0,234.8,0.08,17035.0,82.664,16.2234001500798,44.147,128451.0
2020-07-01,219.275,2020.0,7.0,61803.0,205379800.0,3.5,258.408,10.2,237.0,0.09,17193.2,82.664,16.2234001500798,44.147,128451.0
2020-08-01,222.297,2020.0,8.0,62005.666666666664,205709700.0,3.3,259.366,8.4,240.9,0.1,16525.8,82.664,16.2234001500798,44.147,128451.0
2020-09-01,225.775,2020.0,9.0,62208.333333333336,206097500.0,3.5,259.951,7.8,246.9,0.09,16607.9,82.664,16.2234001500798,44.147,128451.0
2020-10-01,229.722,2020.0,10.0,62411.0,205980900.0,3.3,260.249,6.8,246.4,0.09,16561.9,82.664,16.2234001500798,44.147,128451.0
2020-11-01,233.26,2020.0,11.0,62682.0,206188200.0,3.9,260.895,6.7,244.3,0.09,16368.1,82.664,16.2234001500798,44.147,128451.0
2020-12-01,236.557,2020.0,12.0,62953.0,206149400.0,4.1,262.005,6.7,248.0,0.09,16406.1,82.664,16.2234001500798,44.147,128451.0
2021-01-01,239.655,2021.0,1.0,63224.0,205142000.0,4.1,262.518,6.4,256.4,0.09,18107.3,82.873,16.6788954868121,45.299,129224.0
2021-02-01,242.359,2021.0,2.0,63533.666666666664,205139500.0,4.8,263.583,6.2,264.6,0.08,16604.9,82.873,16.6788954868121,45.299,129224.0
2021-03-01,245.537,2021.0,3.0,63843.333333333336,205101500.0,4.3,264.91,6.1,276.7,0.07,20422.6,82.873,16.6788954868121,45.299,129224.0
2021-04-01,249.111,2021.0,4.0,64153.0,205468000.0,4.6,266.752,6.1,291.8,0.07,17316.6,82.873,16.6788954868121,45.299,129224.0
2021-05-01,253.399,2021.0,5.0,64305.666666666664,205665700.0,5.5,268.452,5.8,305.9,0.06,16819.1,82.873,16.6788954868121,45.299,129224.0
2021-06-01,258.197,2021.0,6.0,64458.333333333336,205415500.0,6.0,270.664,5.9,315.7,0.08,16736.3,82.873,16.6788954868121,45.299,129224.0
2021-07-01,262.599,2021.0,7.0,64611.0,205317400.0,6.0,271.994,5.4,313.542,0.1,16836.1,82.873,16.6788954868121,45.299,129224.0
2021-08-01,266.652,2021.0,8.0,64956.666666666664,205311600.0,6.5,272.789,5.1,313.083,0.09,16791.7,82.873,16.6788954868121,45.299,129224.0
2021-09-01,270.256,2021.0,9.0,65302.333333333336,205475500.0,6.2,273.887,4.7,317.136,0.08,16564.3,82.873,16.6788954868121,45.299,129224.0
2021-10-01,273.66900000000004,2021.0,10.0,65648.0,205337300.0,6.7,276.434,4.5,322.12,0.08,16547.4,82.873,16.6788954868121,45.299,129224.0
2021-11-01,277.324,2021.0,11.0,65526.666666666664,205361800.0,5.9,278.799,4.1,328.94,0.08,16499.8,82.873,16.6788954868121,45.299,129224.0
2021-12-01,281.512,2021.0,12.0,65405.333333333336,205323500.0,5.6,280.808,3.9,335.032,0.08,16418.5,82.873,16.6788954868121,45.299,129224.0
2022-01-01,286.124,2022.0,1.0,65284.0,207063100.0,5.9,282.39,4.0,345.742,0.08,16080.8,83.084,17.1281205454528,48.021,131202.0
2022-02-01,291.118,2022.0,2.0,65231.666666666664,206989700.0,6.1,284.535,3.8,343.583,0.08,16092.7,83.084,17.1281205454528,48.021,131202.0
2022-03-01,296.51,2022.0,3.0,65179.333333333336,206817900.0,6.9,287.553,3.6,345.852,0.2,16028.1,83.084,17.1281205454528,48.021,131202.0
2022-04-01,300.572,2022.0,4.0,65127.0,206929200.0,8.2,288.764,3.7,343.786,0.33,16042.6,83.084,17.1281205454528,48.021,131202.0
2022-05-01,303.683,2022.0,5.0,65241.0,207173600.0,8.1,291.359,3.6,353.015,0.77,16023.2,83.084,17.1281205454528,48.021,131202.0
2022-06-01,304.407,2022.0,6.0,65355.0,207373200.0,9.9,294.996,3.6,349.8,1.21,15963.4,83.084,17.1281205454528,48.021,131202.0
2022-07-01,303.5,2022.0,7.0,65469.0,207456600.0,10.6,294.977,3.5,346.79,1.68,16109.3,83.084,17.1281205454528,48.021,131202.0
2022-08-01,301.149,2022.0,8.0,65579.0,207443000.0,8.6,295.209,3.6,342.753,2.33,16161.4,83.084,17.1281205454528,48.021,131202.0
2022-09-01,299.152,2022.0,9.0,65689.0,207505000.0,9.9,296.341,3.5,336.464,2.56,16184.9,83.084,17.1281205454528,48.021,131202.0
2022-10-01,298.786,2022.0,10.0,65799.0,207525000.0,9.7,297.863,3.6,333.796,3.08,16223.5,83.084,17.1281205454528,48.021,131202.0
2022-11-01,298.413,2022.0,11.0,65898.0,207585700.0,9.2,298.648,3.6,330.369,3.78,16229.6,83.084,17.1281205454528,48.021,131202.0
2022-12-01,297.66900000000004,2022.0,12.0,65997.0,207565400.0,8.6,298.812,3.5,326.449,4.1,16265.1,83.084,17.1281205454528,48.021,131202.0
